sample_id,attack_name,target_model,label_true,pred_clean_target,pred_adv_target,is_transfer_success
75,fgm,gbdt,1,1,1,False
76,fgm,gbdt,1,1,4,True
77,fgm,gbdt,2,2,0,True
78,fgm,gbdt,2,2,2,False
79,fgm,gbdt,0,0,0,False
80,fgm,gbdt,0,0,1,True
81,fgm,gbdt,3,3,3,False
82,fgm,gbdt,1,1,1,False
83,fgm,gbdt,1,1,2,True
84,fgm,gbdt,3,3,1,True
85,fgm,gbdt,0,0,0,False
86,fgm,gbdt,1,1,0,True
87,fgm,gbdt,0,0,0,False
88,fgm,gbdt,1,1,4,True
89,fgm,gbdt,1,1,1,False
90,fgm,gbdt,1,1,1,False
91,fgm,gbdt,2,2,1,True
92,fgm,gbdt,1,1,0,True
93,fgm,gbdt,1,1,4,True
94,fgm,gbdt,2,2,1,True
95,fgm,gbdt,0,0,0,False
96,fgm,gbdt,0,0,1,True
97,fgm,gbdt,1,1,1,False
98,fgm,gbdt,3,3,4,True
99,fgm,gbdt,1,1,1,False
100,fgm,gbdt,1,1,1,False
101,fgm,gbdt,3,3,3,False
102,fgm,gbdt,0,0,1,True
103,fgm,gbdt,2,2,1,True
104,fgm,gbdt,1,1,1,False
105,fgm,gbdt,2,2,2,False
106,fgm,gbdt,1,1,1,False
107,fgm,gbdt,0,1,3,True
108,fgm,gbdt,1,1,2,True
109,fgm,gbdt,1,1,0,True
110,fgm,gbdt,0,0,0,False
111,fgm,gbdt,1,1,4,True
112,fgm,gbdt,3,3,1,True
113,fgm,gbdt,1,1,4,True
114,fgm,gbdt,1,1,0,True
115,fgm,gbdt,0,0,0,False
116,fgm,gbdt,0,0,0,False
117,fgm,gbdt,0,0,0,False
118,fgm,gbdt,2,2,0,True
119,fgm,gbdt,1,1,1,False
120,fgm,gbdt,0,0,0,False
121,fgm,gbdt,0,0,3,True
122,fgm,gbdt,3,3,4,True
123,fgm,gbdt,3,3,4,True
124,fgm,gbdt,2,2,2,False
125,fgm,gbdt,3,1,1,True
126,fgm,gbdt,3,3,3,False
127,fgm,gbdt,1,1,4,True
128,fgm,gbdt,0,0,1,True
129,fgm,gbdt,2,2,2,False
130,fgm,gbdt,1,1,1,False
131,fgm,gbdt,3,3,3,False
132,fgm,gbdt,1,1,0,True
133,fgm,gbdt,0,0,0,False
134,fgm,gbdt,1,1,1,False
135,fgm,gbdt,1,1,1,False
136,fgm,gbdt,1,1,1,False
137,fgm,gbdt,0,0,1,True
138,fgm,gbdt,0,0,1,True
139,fgm,gbdt,3,3,1,True
140,fgm,gbdt,3,3,4,True
141,fgm,gbdt,0,0,0,False
142,fgm,gbdt,0,0,0,False
143,fgm,gbdt,0,0,0,False
144,fgm,gbdt,0,0,0,False
145,fgm,gbdt,3,3,3,False
146,fgm,gbdt,0,0,0,False
147,fgm,gbdt,1,1,4,True
148,fgm,gbdt,1,1,1,False
149,fgm,gbdt,2,2,3,True
150,fgm,gbdt,0,0,0,False
151,fgm,gbdt,1,1,1,False
152,fgm,gbdt,1,1,1,False
153,fgm,gbdt,0,0,1,True
154,fgm,gbdt,1,1,4,True
155,fgm,gbdt,0,0,0,False
156,fgm,gbdt,4,4,4,False
157,fgm,gbdt,0,0,1,True
158,fgm,gbdt,1,1,1,False
159,fgm,gbdt,3,3,3,False
160,fgm,gbdt,3,3,3,False
161,fgm,gbdt,3,3,3,False
162,fgm,gbdt,1,1,0,True
163,fgm,gbdt,3,3,3,False
164,fgm,gbdt,0,0,1,True
165,fgm,gbdt,0,0,3,True
166,fgm,gbdt,1,1,1,False
167,fgm,gbdt,3,3,4,True
168,fgm,gbdt,0,0,0,False
169,fgm,gbdt,0,0,0,False
170,fgm,gbdt,0,0,1,True
171,fgm,gbdt,0,0,1,True
172,fgm,gbdt,1,1,1,False
173,fgm,gbdt,1,1,2,True
174,fgm,gbdt,1,1,4,True
175,fgm,gbdt,2,2,1,True
176,fgm,gbdt,0,0,3,True
177,fgm,gbdt,3,3,1,True
178,fgm,gbdt,1,1,1,False
179,fgm,gbdt,1,1,1,False
180,fgm,gbdt,1,1,4,True
181,fgm,gbdt,2,2,1,True
182,fgm,gbdt,0,0,3,True
183,fgm,gbdt,0,0,0,False
184,fgm,gbdt,2,2,3,True
185,fgm,gbdt,0,0,1,True
186,fgm,gbdt,0,0,0,False
187,fgm,gbdt,0,0,0,False
188,fgm,gbdt,1,1,0,True
189,fgm,gbdt,1,3,3,True
190,fgm,gbdt,1,1,1,False
191,fgm,gbdt,0,0,0,False
192,fgm,gbdt,0,0,0,False
193,fgm,gbdt,1,1,4,True
194,fgm,gbdt,0,0,0,False
195,fgm,gbdt,1,1,0,True
196,fgm,gbdt,1,1,4,True
197,fgm,gbdt,3,3,1,True
198,fgm,gbdt,0,0,0,False
199,fgm,gbdt,0,0,0,False
200,fgm,gbdt,3,3,3,False
201,fgm,gbdt,0,0,0,False
202,fgm,gbdt,0,0,0,False
203,fgm,gbdt,0,0,0,False
204,fgm,gbdt,1,1,1,False
205,fgm,gbdt,0,0,0,False
206,fgm,gbdt,1,1,1,False
207,fgm,gbdt,2,2,2,False
208,fgm,gbdt,0,0,1,True
209,fgm,gbdt,1,1,1,False
210,fgm,gbdt,3,3,1,True
211,fgm,gbdt,0,0,1,True
212,fgm,gbdt,1,1,1,False
213,fgm,gbdt,1,1,4,True
214,fgm,gbdt,0,0,3,True
215,fgm,gbdt,0,0,0,False
216,fgm,gbdt,3,3,1,True
217,fgm,gbdt,1,1,2,True
218,fgm,gbdt,1,1,1,False
219,fgm,gbdt,1,1,1,False
220,fgm,gbdt,4,4,2,True
221,fgm,gbdt,1,1,1,False
222,fgm,gbdt,0,0,0,False
223,fgm,gbdt,0,0,3,True
224,fgm,gbdt,1,1,1,False
225,fgm,gbdt,3,3,3,False
226,fgm,gbdt,0,0,0,False
227,fgm,gbdt,1,1,2,True
228,fgm,gbdt,3,3,1,True
229,fgm,gbdt,3,3,3,False
230,fgm,gbdt,1,1,1,False
231,fgm,gbdt,0,0,0,False
232,fgm,gbdt,1,1,4,True
233,fgm,gbdt,3,3,1,True
234,fgm,gbdt,0,0,0,False
235,fgm,gbdt,1,1,1,False
236,fgm,gbdt,1,1,0,True
237,fgm,gbdt,3,3,1,True
238,fgm,gbdt,0,0,0,False
239,fgm,gbdt,1,1,1,False
240,fgm,gbdt,1,1,3,True
241,fgm,gbdt,3,3,1,True
242,fgm,gbdt,1,1,1,False
243,fgm,gbdt,2,2,4,True
244,fgm,gbdt,0,0,0,False
245,fgm,gbdt,0,0,1,True
246,fgm,gbdt,0,0,0,False
247,fgm,gbdt,2,2,2,False
248,fgm,gbdt,1,1,4,True
249,fgm,gbdt,1,1,3,True
250,fgm,gbdt,1,1,1,False
251,fgm,gbdt,3,3,4,True
252,fgm,gbdt,0,0,0,False
253,fgm,gbdt,1,1,0,True
254,fgm,gbdt,0,0,0,False
255,fgm,gbdt,0,0,1,True
256,fgm,gbdt,0,0,1,True
257,fgm,gbdt,1,1,1,False
258,fgm,gbdt,3,3,3,False
259,fgm,gbdt,0,0,1,True
260,fgm,gbdt,1,1,0,True
261,fgm,gbdt,0,0,0,False
262,fgm,gbdt,0,0,0,False
263,fgm,gbdt,0,0,0,False
264,fgm,gbdt,2,2,3,True
265,fgm,gbdt,1,1,4,True
266,fgm,gbdt,0,0,1,True
267,fgm,gbdt,0,0,0,False
268,fgm,gbdt,0,0,0,False
269,fgm,gbdt,1,1,1,False
270,fgm,gbdt,1,1,1,False
271,fgm,gbdt,1,1,0,True
272,fgm,gbdt,1,1,1,False
273,fgm,gbdt,1,1,4,True
274,fgm,gbdt,1,1,1,False
275,fgm,gbdt,0,0,0,False
276,fgm,gbdt,0,0,0,False
277,fgm,gbdt,0,0,1,True
278,fgm,gbdt,1,1,1,False
279,fgm,gbdt,1,1,1,False
280,fgm,gbdt,3,3,1,True
281,fgm,gbdt,1,1,0,True
282,fgm,gbdt,0,0,1,True
283,fgm,gbdt,0,0,1,True
284,fgm,gbdt,1,1,1,False
285,fgm,gbdt,4,1,1,True
286,fgm,gbdt,1,1,2,True
287,fgm,gbdt,1,1,1,False
288,fgm,gbdt,0,0,0,False
289,fgm,gbdt,1,1,1,False
290,fgm,gbdt,0,0,1,True
291,fgm,gbdt,0,0,0,False
292,fgm,gbdt,0,0,1,True
293,fgm,gbdt,1,1,1,False
294,fgm,gbdt,1,1,1,False
295,fgm,gbdt,0,0,0,False
296,fgm,gbdt,1,1,0,True
297,fgm,gbdt,0,0,0,False
298,fgm,gbdt,1,1,1,False
299,fgm,gbdt,1,1,4,True
300,fgm,gbdt,1,1,2,True
301,fgm,gbdt,1,1,1,False
302,fgm,gbdt,2,2,1,True
303,fgm,gbdt,0,0,0,False
304,fgm,gbdt,0,0,1,True
305,fgm,gbdt,1,1,4,True
306,fgm,gbdt,1,3,3,True
307,fgm,gbdt,1,1,0,True
308,fgm,gbdt,0,0,0,False
309,fgm,gbdt,3,3,1,True
310,fgm,gbdt,0,0,0,False
311,fgm,gbdt,1,1,1,False
312,fgm,gbdt,1,1,1,False
313,fgm,gbdt,1,1,3,True
314,fgm,gbdt,0,0,1,True
315,fgm,gbdt,1,1,3,True
316,fgm,gbdt,0,0,0,False
317,fgm,gbdt,4,4,4,False
318,fgm,gbdt,2,2,2,False
319,fgm,gbdt,3,3,4,True
320,fgm,gbdt,0,0,1,True
321,fgm,gbdt,0,0,1,True
322,fgm,gbdt,3,3,1,True
323,fgm,gbdt,1,1,4,True
324,fgm,gbdt,1,1,2,True
325,fgm,gbdt,1,1,1,False
326,fgm,gbdt,2,2,3,True
327,fgm,gbdt,1,1,4,True
328,fgm,gbdt,0,2,3,True
329,fgm,gbdt,1,1,1,False
330,fgm,gbdt,1,1,4,True
331,fgm,gbdt,1,1,1,False
332,fgm,gbdt,1,1,1,False
333,fgm,gbdt,0,0,1,True
334,fgm,gbdt,1,1,4,True
335,fgm,gbdt,1,1,1,False
336,fgm,gbdt,0,0,0,False
337,fgm,gbdt,0,0,1,True
338,fgm,gbdt,0,0,0,False
339,fgm,gbdt,1,1,4,True
340,fgm,gbdt,1,1,1,False
341,fgm,gbdt,0,0,0,False
342,fgm,gbdt,0,0,1,True
343,fgm,gbdt,3,3,1,True
344,fgm,gbdt,0,0,1,True
345,fgm,gbdt,0,0,0,False
346,fgm,gbdt,3,3,3,False
347,fgm,gbdt,2,2,3,True
348,fgm,gbdt,0,0,0,False
349,fgm,gbdt,1,1,1,False
350,fgm,gbdt,1,1,1,False
351,fgm,gbdt,0,0,0,False
352,fgm,gbdt,3,1,1,True
353,fgm,gbdt,0,0,1,True
354,fgm,gbdt,1,1,0,True
355,fgm,gbdt,0,0,1,True
356,fgm,gbdt,1,1,1,False
357,fgm,gbdt,1,1,1,False
358,fgm,gbdt,0,0,1,True
359,fgm,gbdt,2,2,1,True
360,fgm,gbdt,0,0,1,True
361,fgm,gbdt,0,0,1,True
362,fgm,gbdt,2,2,1,True
363,fgm,gbdt,2,2,2,False
364,fgm,gbdt,1,1,0,True
365,fgm,gbdt,2,2,1,True
366,fgm,gbdt,1,1,1,False
367,fgm,gbdt,0,0,0,False
368,fgm,gbdt,1,1,0,True
369,fgm,gbdt,1,1,3,True
370,fgm,gbdt,0,0,3,True
371,fgm,gbdt,0,0,0,False
372,fgm,gbdt,3,3,1,True
373,fgm,gbdt,0,0,0,False
374,fgm,gbdt,3,3,4,True
375,fgm,gbdt,1,1,4,True
376,fgm,gbdt,0,0,0,False
377,fgm,gbdt,1,1,1,False
378,fgm,gbdt,0,0,1,True
379,fgm,gbdt,1,1,1,False
380,fgm,gbdt,1,2,1,False
381,fgm,gbdt,1,1,1,False
382,fgm,gbdt,1,1,1,False
383,fgm,gbdt,3,3,4,True
384,fgm,gbdt,0,0,3,True
385,fgm,gbdt,0,0,0,False
386,fgm,gbdt,3,1,1,True
387,fgm,gbdt,1,1,1,False
388,fgm,gbdt,0,0,2,True
389,fgm,gbdt,1,1,3,True
390,fgm,gbdt,3,3,3,False
391,fgm,gbdt,0,0,1,True
392,fgm,gbdt,0,0,0,False
393,fgm,gbdt,1,1,2,True
394,fgm,gbdt,3,3,1,True
395,fgm,gbdt,1,1,1,False
396,fgm,gbdt,1,1,4,True
397,fgm,gbdt,0,0,0,False
398,fgm,gbdt,3,3,3,False
399,fgm,gbdt,1,1,1,False
400,fgm,gbdt,1,1,4,True
401,fgm,gbdt,0,0,0,False
402,fgm,gbdt,0,0,0,False
403,fgm,gbdt,0,0,1,True
404,fgm,gbdt,2,2,0,True
405,fgm,gbdt,3,3,4,True
406,fgm,gbdt,3,3,4,True
407,fgm,gbdt,1,1,4,True
408,fgm,gbdt,2,2,1,True
409,fgm,gbdt,0,0,0,False
410,fgm,gbdt,2,2,1,True
411,fgm,gbdt,0,0,2,True
412,fgm,gbdt,1,1,1,False
413,fgm,gbdt,3,1,1,True
414,fgm,gbdt,0,0,4,True
415,fgm,gbdt,0,0,0,False
416,fgm,gbdt,0,0,0,False
417,fgm,gbdt,2,2,3,True
418,fgm,gbdt,1,1,1,False
419,fgm,gbdt,0,0,3,True
420,fgm,gbdt,2,2,2,False
421,fgm,gbdt,1,1,3,True
422,fgm,gbdt,3,3,3,False
423,fgm,gbdt,2,2,1,True
424,fgm,gbdt,1,1,1,False
425,fgm,gbdt,3,3,4,True
426,fgm,gbdt,1,1,1,False
427,fgm,gbdt,3,3,4,True
428,fgm,gbdt,3,3,3,False
429,fgm,gbdt,2,2,2,False
430,fgm,gbdt,1,1,1,False
431,fgm,gbdt,1,1,1,False
432,fgm,gbdt,0,0,1,True
433,fgm,gbdt,1,1,0,True
434,fgm,gbdt,2,2,1,True
435,fgm,gbdt,1,1,1,False
436,fgm,gbdt,1,1,0,True
437,fgm,gbdt,1,1,1,False
438,fgm,gbdt,0,0,0,False
439,fgm,gbdt,0,0,1,True
440,fgm,gbdt,1,1,2,True
441,fgm,gbdt,3,3,3,False
442,fgm,gbdt,0,0,0,False
443,fgm,gbdt,1,1,1,False
444,fgm,gbdt,0,0,1,True
445,fgm,gbdt,0,0,0,False
446,fgm,gbdt,0,0,0,False
447,fgm,gbdt,0,0,2,True
448,fgm,gbdt,1,1,3,True
449,fgm,gbdt,0,0,0,False
450,fgm,gbdt,0,0,0,False
451,fgm,gbdt,2,2,2,False
452,fgm,gbdt,3,3,1,True
453,fgm,gbdt,1,1,4,True
454,fgm,gbdt,1,1,4,True
455,fgm,gbdt,2,2,0,True
456,fgm,gbdt,2,2,0,True
457,fgm,gbdt,3,3,1,True
458,fgm,gbdt,0,0,0,False
459,fgm,gbdt,0,0,1,True
460,fgm,gbdt,2,2,0,True
461,fgm,gbdt,1,1,1,False
462,fgm,gbdt,3,3,4,True
463,fgm,gbdt,3,3,1,True
464,fgm,gbdt,0,0,0,False
465,fgm,gbdt,1,1,1,False
466,fgm,gbdt,1,1,0,True
467,fgm,gbdt,1,1,2,True
468,fgm,gbdt,1,1,1,False
469,fgm,gbdt,1,1,1,False
470,fgm,gbdt,0,0,0,False
471,fgm,gbdt,0,0,0,False
472,fgm,gbdt,1,1,4,True
473,fgm,gbdt,1,1,3,True
474,fgm,gbdt,1,1,1,False
475,fgm,gbdt,1,1,4,True
476,fgm,gbdt,1,4,3,True
477,fgm,gbdt,1,1,1,False
478,fgm,gbdt,0,0,0,False
479,fgm,gbdt,3,3,1,True
480,fgm,gbdt,1,1,0,True
481,fgm,gbdt,3,3,1,True
482,fgm,gbdt,2,2,1,True
483,fgm,gbdt,1,1,1,False
484,fgm,gbdt,0,0,1,True
485,fgm,gbdt,1,1,1,False
486,fgm,gbdt,1,1,1,False
487,fgm,gbdt,2,2,1,True
488,fgm,gbdt,1,1,2,True
489,fgm,gbdt,1,1,0,True
490,fgm,gbdt,1,1,4,True
491,fgm,gbdt,0,0,3,True
492,fgm,gbdt,3,3,3,False
493,fgm,gbdt,2,2,2,False
494,fgm,gbdt,3,3,4,True
495,fgm,gbdt,0,0,0,False
496,fgm,gbdt,3,3,4,True
497,fgm,gbdt,0,0,0,False
498,fgm,gbdt,1,1,1,False
499,fgm,gbdt,0,0,1,True
500,fgm,gbdt,1,1,0,True
501,fgm,gbdt,2,2,0,True
502,fgm,gbdt,1,1,1,False
503,fgm,gbdt,3,3,1,True
504,fgm,gbdt,1,1,1,False
505,fgm,gbdt,3,1,1,True
506,fgm,gbdt,1,1,0,True
507,fgm,gbdt,0,0,0,False
508,fgm,gbdt,0,0,1,True
509,fgm,gbdt,2,2,2,False
510,fgm,gbdt,2,2,3,True
511,fgm,gbdt,2,2,1,True
512,fgm,gbdt,0,0,0,False
513,fgm,gbdt,1,1,1,False
514,fgm,gbdt,0,0,1,True
515,fgm,gbdt,1,1,1,False
516,fgm,gbdt,1,1,0,True
517,fgm,gbdt,1,1,4,True
518,fgm,gbdt,0,0,0,False
519,fgm,gbdt,0,0,1,True
520,fgm,gbdt,1,1,1,False
521,fgm,gbdt,3,3,1,True
522,fgm,gbdt,1,1,1,False
523,fgm,gbdt,0,0,0,False
524,fgm,gbdt,1,1,0,True
525,fgm,gbdt,0,0,3,True
526,fgm,gbdt,2,2,0,True
527,fgm,gbdt,0,0,0,False
528,fgm,gbdt,2,2,1,True
529,fgm,gbdt,1,1,3,True
530,fgm,gbdt,0,0,0,False
531,fgm,gbdt,1,1,0,True
532,fgm,gbdt,2,2,1,True
533,fgm,gbdt,3,3,4,True
534,fgm,gbdt,3,3,4,True
535,fgm,gbdt,1,1,0,True
536,fgm,gbdt,2,2,2,False
537,fgm,gbdt,2,2,3,True
538,fgm,gbdt,1,1,4,True
539,fgm,gbdt,3,3,4,True
540,fgm,gbdt,1,1,1,False
541,fgm,gbdt,1,1,1,False
542,fgm,gbdt,1,1,0,True
543,fgm,gbdt,0,0,1,True
544,fgm,gbdt,0,0,1,True
545,fgm,gbdt,1,1,4,True
546,fgm,gbdt,1,1,1,False
547,fgm,gbdt,0,0,1,True
548,fgm,gbdt,1,1,1,False
549,fgm,gbdt,3,3,3,False
550,fgm,gbdt,0,0,0,False
551,fgm,gbdt,1,1,0,True
552,fgm,gbdt,1,1,3,True
553,fgm,gbdt,0,0,0,False
554,fgm,gbdt,0,0,1,True
555,fgm,gbdt,0,0,0,False
556,fgm,gbdt,0,0,1,True
557,fgm,gbdt,3,3,3,False
558,fgm,gbdt,1,1,4,True
559,fgm,gbdt,1,1,3,True
560,fgm,gbdt,1,1,1,False
561,fgm,gbdt,1,1,1,False
562,fgm,gbdt,1,1,1,False
563,fgm,gbdt,1,1,0,True
564,fgm,gbdt,1,1,1,False
565,fgm,gbdt,1,1,1,False
566,fgm,gbdt,3,3,1,True
567,fgm,gbdt,1,1,1,False
568,fgm,gbdt,0,0,3,True
569,fgm,gbdt,2,2,2,False
570,fgm,gbdt,3,3,1,True
571,fgm,gbdt,2,2,2,False
572,fgm,gbdt,1,1,1,False
573,fgm,gbdt,1,1,4,True
574,fgm,gbdt,1,1,1,False
575,fgm,gbdt,1,1,1,False
576,fgm,gbdt,2,2,1,True
577,fgm,gbdt,0,0,0,False
578,fgm,gbdt,1,1,1,False
579,fgm,gbdt,0,0,1,True
580,fgm,gbdt,2,2,0,True
581,fgm,gbdt,0,0,0,False
582,fgm,gbdt,3,3,4,True
583,fgm,gbdt,1,1,1,False
584,fgm,gbdt,0,0,0,False
585,fgm,gbdt,1,1,1,False
586,fgm,gbdt,1,1,0,True
587,fgm,gbdt,1,1,1,False
588,fgm,gbdt,0,0,3,True
589,fgm,gbdt,1,1,0,True
590,fgm,gbdt,0,0,0,False
591,fgm,gbdt,1,1,0,True
592,fgm,gbdt,0,0,0,False
593,fgm,gbdt,1,1,1,False
594,fgm,gbdt,3,3,1,True
595,fgm,gbdt,3,3,1,True
596,fgm,gbdt,1,1,0,True
597,fgm,gbdt,1,1,1,False
598,fgm,gbdt,1,1,4,True
599,fgm,gbdt,1,1,4,True
600,fgm,gbdt,1,1,4,True
601,fgm,gbdt,0,0,0,False
602,fgm,gbdt,1,1,1,False
603,fgm,gbdt,1,1,0,True
604,fgm,gbdt,1,1,1,False
605,fgm,gbdt,1,1,3,True
606,fgm,gbdt,2,2,1,True
607,fgm,gbdt,1,1,4,True
608,fgm,gbdt,0,0,1,True
609,fgm,gbdt,1,1,1,False
610,fgm,gbdt,0,0,1,True
611,fgm,gbdt,1,1,4,True
612,fgm,gbdt,3,3,4,True
613,fgm,gbdt,0,0,0,False
614,fgm,gbdt,0,0,1,True
615,fgm,gbdt,3,3,3,False
616,fgm,gbdt,3,3,1,True
617,fgm,gbdt,1,1,0,True
618,fgm,gbdt,0,0,0,False
619,fgm,gbdt,1,1,0,True
620,fgm,gbdt,2,2,1,True
621,fgm,gbdt,1,1,4,True
622,fgm,gbdt,3,3,3,False
623,fgm,gbdt,1,1,1,False
624,fgm,gbdt,0,0,0,False
625,fgm,gbdt,1,1,0,True
626,fgm,gbdt,0,0,1,True
627,fgm,gbdt,0,0,0,False
628,fgm,gbdt,1,1,1,False
629,fgm,gbdt,1,1,2,True
630,fgm,gbdt,1,1,1,False
631,fgm,gbdt,0,0,0,False
632,fgm,gbdt,1,1,1,False
633,fgm,gbdt,0,0,0,False
634,fgm,gbdt,0,0,0,False
635,fgm,gbdt,0,0,0,False
636,fgm,gbdt,0,0,0,False
637,fgm,gbdt,3,3,4,True
638,fgm,gbdt,0,0,0,False
639,fgm,gbdt,1,1,1,False
640,fgm,gbdt,1,1,1,False
641,fgm,gbdt,1,1,1,False
642,fgm,gbdt,1,1,0,True
643,fgm,gbdt,1,1,4,True
644,fgm,gbdt,1,1,1,False
645,fgm,gbdt,1,1,1,False
646,fgm,gbdt,1,1,0,True
647,fgm,gbdt,1,1,1,False
648,fgm,gbdt,3,3,1,True
649,fgm,gbdt,2,2,2,False
650,fgm,gbdt,4,4,4,False
651,fgm,gbdt,1,1,0,True
652,fgm,gbdt,3,3,3,False
653,fgm,gbdt,3,3,1,True
654,fgm,gbdt,1,1,1,False
655,fgm,gbdt,1,1,4,True
656,fgm,gbdt,0,0,1,True
657,fgm,gbdt,0,0,0,False
658,fgm,gbdt,4,4,4,False
659,fgm,gbdt,2,2,4,True
660,fgm,gbdt,0,0,0,False
661,fgm,gbdt,3,3,4,True
662,fgm,gbdt,0,0,0,False
663,fgm,gbdt,2,2,2,False
664,fgm,gbdt,1,1,1,False
665,fgm,gbdt,0,0,0,False
666,fgm,gbdt,0,0,1,True
667,fgm,gbdt,1,1,1,False
668,fgm,gbdt,0,0,1,True
669,fgm,gbdt,0,0,1,True
670,fgm,gbdt,0,0,0,False
671,fgm,gbdt,2,2,2,False
672,fgm,gbdt,1,1,1,False
673,fgm,gbdt,0,0,0,False
674,fgm,gbdt,1,1,3,True
675,fgm,gbdt,0,0,1,True
676,fgm,gbdt,0,0,0,False
677,fgm,gbdt,1,1,1,False
678,fgm,gbdt,1,1,4,True
679,fgm,gbdt,2,2,1,True
680,fgm,gbdt,1,1,0,True
681,fgm,gbdt,1,1,4,True
682,fgm,gbdt,1,1,1,False
683,fgm,gbdt,1,1,0,True
684,fgm,gbdt,1,1,1,False
685,fgm,gbdt,1,1,1,False
686,fgm,gbdt,1,1,0,True
687,fgm,gbdt,1,1,1,False
688,fgm,gbdt,1,1,0,True
689,fgm,gbdt,1,3,3,True
690,fgm,gbdt,0,0,0,False
691,fgm,gbdt,0,0,0,False
692,fgm,gbdt,1,1,1,False
693,fgm,gbdt,1,1,0,True
694,fgm,gbdt,0,0,0,False
695,fgm,gbdt,1,1,1,False
696,fgm,gbdt,0,0,1,True
697,fgm,gbdt,0,0,0,False
698,fgm,gbdt,0,0,1,True
699,fgm,gbdt,1,1,0,True
700,fgm,gbdt,1,1,1,False
701,fgm,gbdt,0,0,0,False
702,fgm,gbdt,0,0,0,False
703,fgm,gbdt,0,0,0,False
704,fgm,gbdt,0,0,2,True
705,fgm,gbdt,0,0,2,True
706,fgm,gbdt,0,0,0,False
707,fgm,gbdt,2,2,0,True
708,fgm,gbdt,1,1,1,False
709,fgm,gbdt,2,2,2,False
710,fgm,gbdt,2,2,2,False
711,fgm,gbdt,0,0,0,False
712,fgm,gbdt,0,0,3,True
713,fgm,gbdt,0,0,0,False
714,fgm,gbdt,2,2,0,True
715,fgm,gbdt,0,0,0,False
716,fgm,gbdt,1,1,1,False
717,fgm,gbdt,1,1,0,True
718,fgm,gbdt,3,3,4,True
719,fgm,gbdt,1,1,1,False
720,fgm,gbdt,0,0,0,False
721,fgm,gbdt,2,2,1,True
722,fgm,gbdt,3,3,1,True
723,fgm,gbdt,1,1,0,True
724,fgm,gbdt,0,0,1,True
725,fgm,gbdt,3,3,1,True
726,fgm,gbdt,1,1,4,True
727,fgm,gbdt,1,1,3,True
728,fgm,gbdt,2,2,1,True
729,fgm,gbdt,2,2,3,True
730,fgm,gbdt,0,0,0,False
731,fgm,gbdt,1,1,1,False
